lat,long,elev
404451756,-798456394,3441
404451698,-798456094,3441
404451640,-798455789,3441
404451583,-798455488,3441
404451523,-798455186,3440
404451463,-798454883,3441
404451403,-798454585,3441
404451283,-798453974,3440
404451224,-798453674,3440
404451163,-798453371,3440
404451100,-798453064,3439
404450983,-798452463,3439
404450921,-798452154,3438
404450858,-798451859,3438
404450734,-798451252,3438
404450549,-798450345,3437
404450427,-798449735,3437
404450242,-798448836,3435
404450060,-798447932,3434
404459764,-798447399,3488
404459914,-798448123,3493
404459986,-798448485,3495
404460126,-798449182,3497
404460168,-798449352,3498
404460622,-798451701,3509
404460677,-798452020,3510
404460707,-798452179,3510
404460740,-798452341,3511
404460767,-798452498,3512
404460791,-798452655,3512
404460817,-798452812,3512
404460845,-798452976,3513
404460874,-798453129,3513
404460900,-798453286,3514
404460928,-798453437,3514
404460952,-798453595,3515
404460974,-798453749,3516
404460997,-798453901,3516
404461020,-798454055,3516
404461043,-798454207,3517
404461069,-798454360,3517
404461096,-798454523,3518
404461113,-798454669,3518
404461138,-798454822,3518
404461162,-798454968,3518
404461189,-798455119,3518
404461211,-798455265,3518
404461231,-798455413,3519
404461254,-798455561,3518
404461277,-798455708,3519
404461299,-798455854,3519
404461316,-798456010,3520
404461335,-798456152,3520
404461359,-798456302,3520
404461375,-798456447,3520
404461399,-798456591,3521
404461417,-798456739,3521
404461440,-798456884,3521
404461459,-798457027,3521
404461482,-798457171,3521
404461500,-798457315,3521
404461521,-798457465,3521
404461540,-798457609,3521
404461560,-798457753,3521
404461578,-798457897,3521
404461597,-798458042,3521
404461617,-798458190,3521
404461633,-798458334,3521
404461652,-798458481,3522
404461670,-798458624,3521
404461690,-798458770,3521
404461711,-798458924,3521
404461729,-798459065,3521
404461749,-798459210,3521
404461768,-798459355,3521
404461787,-798459499,3521
404461806,-798459647,3521
404461825,-798459788,3521
404461842,-798459932,3520
404461863,-798460073,3520
404461880,-798460219,3520
404461892,-798460357,3521
404461910,-798460501,3521
404461927,-798460644,3521
404461946,-798460788,3520
404461964,-798460931,3520
404461981,-798461073,3520
404461998,-798461216,3520
404462017,-798461358,3520
404462034,-798461500,3519
404462054,-798461645,3519
404462069,-798461792,3518
404462085,-798461935,3518
404462103,-798462077,3517
404462121,-798462218,3518
404462139,-798462363,3517
404462155,-798462502,3517
404462174,-798462645,3516
404462189,-798462786,3516
404462208,-798462927,3516
404462225,-798463069,3515
404462247,-798463213,3516
404462263,-798463353,3515
404462280,-798463498,3515
404462303,-798463639,3514
404462317,-798463783,3514
404462336,-798463924,3513
404462354,-798464069,3513
404462375,-798464214,3513
404462393,-798464354,3513
404462414,-798464496,3512
404462435,-798464633,3511
404462458,-798464773,3511
404462478,-798464911,3510
404462499,-798465052,3510
404462522,-798465197,3509
404462545,-798465338,3509
404462568,-798465479,3508
404462591,-798465620,3508
404462614,-798465760,3507
404462637,-798465904,3506
404462652,-798466047,3507
404462674,-798466187,3506
404462698,-798466324,3505
404462720,-798466463,3505
404462745,-798466604,3504
404462768,-798466741,3504
404462790,-798466881,3503
404462811,-798467018,3503
404462832,-798467157,3502
404462851,-798467294,3502
404462876,-798467440,3501
404462895,-798467573,3500
404462915,-798467708,3500
404462935,-798467844,3499
404462955,-798467979,3499
404462974,-798468114,3498
404462994,-798468250,3498
404463014,-798468381,3497
404463033,-798468512,3496
404463051,-798468645,3496
404463072,-798468779,3494
404463088,-798468909,3494
404463106,-798469037,3493
404463125,-798469166,3493
404463144,-798469292,3492
404463161,-798469418,3491
404463180,-798469542,3491
404463198,-798469665,3490
404463215,-798469785,3490
404463230,-798469906,3489
404463253,-798470031,3489
404463267,-798470146,3488
404463285,-798470266,3488
404463299,-798470381,3487
404463314,-798470496,3487
404463333,-798470608,3486
404463348,-798470720,3485
404463363,-798470832,3485
404463379,-798470942,3484
404463396,-798471052,3484
404463409,-798471168,3485
404463422,-798471271,3484
404463435,-798471377,3484
404463452,-798471482,3483
404463468,-798471585,3483
404463482,-798471687,3482
404463498,-798471790,3481
404463511,-798471889,3481
404463525,-798471986,3481
404463542,-798472086,3480
404463554,-798472190,3480
404463570,-798472283,3479
404463584,-798472378,3479
404463596,-798472471,3478
404463612,-798472566,3478
404463621,-798472656,3477
404463636,-798472743,3477
404463649,-798472837,3477
404463660,-798472922,3476
404463677,-798473013,3476
404463690,-798473109,3475
404463703,-798473194,3475
404463716,-798473282,3474
404463725,-798473367,3474
404463739,-798473451,3474
404463751,-798473536,3473
404463763,-798473620,3473
404463775,-798473700,3473
404463787,-798473779,3472
404463801,-798473860,3472
404463812,-798473944,3471
404463823,-798474018,3470
404463834,-798474096,3470
404463845,-798474169,3470
404463856,-798474244,3469
404463868,-798474320,3469
404463877,-798474390,3469
