lat,long,elev,timediff,,,,
404420346,-797608973,3285,49:08.9,,,,
404420346,-797608973,3285,49:09.0,,,,
404420346,-797608973,3285,49:09.1,,,,
404420346,-797608973,3285,49:09.2,,,,
404420346,-797608973,3285,49:09.3,,,,
404420346,-797608973,3285,49:09.4,,,,
404420346,-797608973,3285,49:09.5,,,,
404420346,-797608974,3285,49:09.6,,,,
404420346,-797608974,3285,49:09.7,,,,
404420346,-797608974,3285,49:09.8,,,,
404420346,-797608974,3285,49:09.9,,,,
404420346,-797608974,3285,49:10.0,,,,
404420346,-797608974,3285,49:10.1,,,,
404420346,-797608974,3285,49:10.2,,,,
404420346,-797608974,3285,49:10.3,,,,
404420346,-797608974,3285,49:10.4,,,,
404420346,-797608974,3285,49:10.5,,,,
404420346,-797608974,3285,49:10.6,,,,
404420346,-797608974,3285,49:10.7,,,,
404420346,-797608974,3285,49:10.8,,,,
404420346,-797608974,3285,49:10.9,,,,
404420346,-797608974,3285,49:11.0,,,,
404420346,-797608974,3285,49:11.1,,,,
404420346,-797608974,3285,49:11.5,,,,
404420346,-797608974,3285,49:11.5,,,,
404420346,-797608974,3285,49:11.5,,,,
404420346,-797608974,3285,49:11.5,,,,
404420346,-797608974,3285,49:12.0,,,,
404420346,-797608974,3285,49:12.0,,,,
404420346,-797608974,3285,49:12.0,,,,
404420346,-797608974,3285,01:49:12,,,,
404420346,-797608974,3285,49:12.0,,,,
404420346,-797608974,3285,49:12.5,,,,
404420346,-797608974,3285,49:12.5,,,,
404420346,-797608974,3285,49:12.5,,,,
404420346,-797608974,3285,49:12.5,,,,
404420346,-797608974,3285,49:12.5,,,,
404420346,-797608974,3285,49:13.0,,,,
404420346,-797608974,3285,49:13.0,,,,
404420346,-797608974,3285,49:13.0,,,,
404420346,-797608974,3285,49:13.0,,,,
404420346,-797608974,3285,49:13.0,,,,
404420346,-797608974,3285,49:13.5,,,,
404420346,-797608974,3285,49:13.5,,,,
404420346,-797608974,3285,49:13.5,,,,
404420346,-797608974,3285,49:13.5,,,,
404420346,-797608974,3285,49:13.5,,,,
404420346,-797608974,3285,49:13.9,,,,
404420346,-797608974,3285,49:13.9,,,,
404420346,-797608974,3285,49:13.9,,,,
404420346,-797608974,3285,49:14.0,,,,
404420346,-797608974,3285,49:14.4,,,,
404420346,-797608974,3285,49:14.4,,,,
404420346,-797608974,3285,49:14.4,,,,
404420346,-797608974,3285,49:14.5,,,,
404420346,-797608974,3285,49:14.5,,,,
404420346,-797608974,3285,49:14.9,,,,
404420346,-797608974,3285,49:14.9,,,,
