lat,long,elev
408649055,-778305458,3480
408649055,-778305458,3480
408649055,-778305458,3480
408649055,-778305458,3480
408649055,-778305458,3480
408649055,-778305458,3480
408649055,-778305458,3480
408649055,-778305458,3480
408649055,-778305458,3480
408649055,-778305458,3480
408649055,-778305458,3479
408649055,-778305458,3479
408649055,-778305458,3479
408649055,-778305458,3479
408649055,-778305458,3479
408649055,-778305458,3479
408649055,-778305458,3479
408649054,-778305458,3479
408649054,-778305458,3479
408649054,-778305458,3479
408649054,-778305457,3479
408649054,-778305457,3479
408649054,-778305457,3479
408649054,-778305457,3479
408649054,-778305457,3479
408649054,-778305457,3479
408649054,-778305457,3479
408649054,-778305457,3479
408649054,-778305457,3479
408649054,-778305457,3479
408649053,-778305456,3479
408649053,-778305456,3479
408649053,-778305456,3479
408649053,-778305456,3479
408649053,-778305456,3479
408649053,-778305456,3479
408649053,-778305456,3479
408649053,-778305456,3479
408649053,-778305456,3479
408649053,-778305456,3479
408649053,-778305455,3479
408649053,-778305455,3479
408649053,-778305455,3479
408649053,-778305455,3479
408649053,-778305455,3479
408649053,-778305455,3479
408649053,-778305455,3479
408649053,-778305455,3479
408649053,-778305455,3479
408649053,-778305455,3479
408649052,-778305455,3479
408649052,-778305455,3479
408649052,-778305455,3479
408649052,-778305455,3479
408649052,-778305455,3479
408649052,-778305455,3479
408649052,-778305455,3479
408649052,-778305455,3479
408649052,-778305455,3479
408649052,-778305455,3479
408649053,-778305454,3479
408649053,-778305454,3479
408649053,-778305454,3479
408649053,-778305454,3479
408649053,-778305454,3479
408649053,-778305454,3479
408649053,-778305454,3479
408649053,-778305454,3479
408649053,-778305454,3479
408649053,-778305454,3479
408649053,-778305453,3479
408649053,-778305453,3479
408649053,-778305453,3479
408649053,-778305453,3479
408649053,-778305453,3479
408649053,-778305453,3479
408649053,-778305453,3479
408649053,-778305453,3479
408649053,-778305453,3479
408649053,-778305453,3479
408649053,-778305453,3479
408649053,-778305453,3479
408649053,-778305453,3479
408649053,-778305453,3479
408649053,-778305453,3479
408649053,-778305453,3479
408649053,-778305453,3479
408649053,-778305453,3479
408649053,-778305453,3479
408649053,-778305453,3479
408649052,-778305454,3478
408649052,-778305454,3478
408649052,-778305454,3478
408649052,-778305454,3478
408649052,-778305454,3478
408649052,-778305454,3478
408649052,-778305454,3478
408649052,-778305454,3478
408649052,-778305454,3478
408649052,-778305454,3478
408649051,-778305454,3478
408649051,-778305454,3478
408649051,-778305454,3478
408649051,-778305454,3478
408649051,-778305454,3478
408649051,-778305454,3478
408649051,-778305454,3478
408649051,-778305454,3478
408649051,-778305454,3478
408649051,-778305454,3478
408649051,-778305454,3478
408649051,-778305454,3478
408649051,-778305454,3478
408649050,-778305454,3478
408649050,-778305454,3478
408649050,-778305454,3478
408649050,-778305454,3478
408649050,-778305454,3478
408649050,-778305454,3478
408649050,-778305454,3478
408649050,-778305454,3478
408649049,-778305454,3477
408649049,-778305454,3477
408649049,-778305454,3477
408649049,-778305454,3477
408649049,-778305454,3477
408649049,-778305454,3477
408649049,-778305454,3477
408649049,-778305454,3477
408649049,-778305454,3477
408649049,-778305454,3477
