lat,long,,lat,long
40.8629211,-77.8350582,,408629211,-778349805
40.8629211,-77.8350582,,408629211,-778349805
40.8629211,-77.8350582,,408629211,-778349804
40.8629211,-77.8350582,,408629211,-778349803
40.8629211,-77.8350582,,408629211,-778349803
40.8629211,-77.8350582,,408629211,-778349803
40.8629211,-77.8350582,,408629211,-778349803
40.8629211,-77.8350582,,408629211,-778349803
40.8629211,-77.8350582,,408629211,-778349803
40.8629211,-77.8350582,,408629211,-778349803
40.8629211,-77.8350582,,408629211,-778349803
40.8629211,-77.8350582,,408629211,-778349803
40.8629211,-77.8350582,,408629211,-778349803
40.8629211,-77.8350582,,408629211,-778349803
40.8629211,-77.8350582,,408629211,-778349803
40.8629211,-77.8350582,,408629211,-778349803
40.8629211,-77.8350582,,408629211,-778349803
40.8629211,-77.8350582,,408629211,-778349803
40.8629211,-77.8350582,,408629211,-778349803
40.8629211,-77.8350582,,408629211,-778349803
40.8629211,-77.8350582,,408629211,-778349803
40.8629211,-77.8350582,,408629211,-778349803
40.8629211,-77.8350582,,408629211,-778349803
40.8629211,-77.8350582,,408629211,-778349803
40.8629211,-77.8350582,,408629211,-778349803
40.8629211,-77.8350582,,408629211,-778349803
40.8629211,-77.8350582,,408629211,-778349803
40.8629211,-77.8350582,,408629211,-778349803
40.8629211,-77.8350582,,408629211,-778349803
40.8629211,-77.8350582,,408629211,-778349803
40.8629211,-77.8350582,,408629211,-778349803
40.8629211,-77.8350582,,408629211,-778349803
40.8629211,-77.8350582,,408629211,-778349803
40.8629211,-77.8350582,,408629211,-778349802
40.8629211,-77.8350582,,408629211,-778349802
40.8629211,-77.8350582,,408629211,-778349802
40.8629211,-77.8350582,,408629211,-778349802
40.8629211,-77.8350582,,408629211,-778349802
40.8629211,-77.8350582,,408629211,-778349802
40.8629211,-77.8350582,,408629211,-778349802
40.8629211,-77.8350582,,408629211,-778349802
40.8629211,-77.8350582,,408629211,-778349802
40.8629211,-77.8350582,,408629211,-778349802
40.8629211,-77.8350582,,408629211,-778349802
40.8629211,-77.8350582,,408629211,-778349802
40.8629211,-77.8350582,,408629211,-778349802
40.8629211,-77.8350582,,408629211,-778349802
40.8629211,-77.8350582,,408629211,-778349802
40.8629211,-77.8350582,,408629211,-778349802
40.8629211,-77.8350582,,408629211,-778349802
40.8629211,-77.8350582,,408629211,-778349802
40.8629211,-77.8350582,,408629211,-778349802
40.8629211,-77.8350582,,408629211,-778349802
40.8629211,-77.8350582,,408629211,-778349802
40.8629211,-77.8350582,,408629211,-778349802
40.8629211,-77.8350582,,408629211,-778349802
40.8629211,-77.8350582,,408629211,-778349802
40.8629211,-77.8350582,,408629211,-778349802
40.8629211,-77.8350582,,408629211,-778349802
40.8629211,-77.8350582,,408629211,-778349802
40.8629211,-77.8350582,,408629211,-778349802
40.8629211,-77.8350582,,408629211,-778349802
40.8629211,-77.8350582,,408629211,-778349802
40.8629229,-77.8350582,,408629229,-778349779
40.8629235,-77.8350582,,408629235,-778349775
40.8629238,-77.8350582,,408629238,-778349769
40.8629243,-77.8350582,,408629243,-778349764
40.8629248,-77.8350582,,408629248,-778349760
40.8629251,-77.8350582,,408629251,-778349754
40.8629256,-77.8350582,,408629256,-778349748
40.8629259,-77.8350582,,408629259,-778349741
40.8629265,-77.8350582,,408629265,-778349736
40.862927,-77.8350582,,408629270,-778349730
40.8629287,-77.8350582,,408629287,-778349739
40.8629293,-77.8350582,,408629293,-778349733
40.8629297,-77.8350582,,408629297,-778349725
40.8629303,-77.8350582,,408629303,-778349718
40.8629308,-77.8350582,,408629308,-778349712
40.8629315,-77.8350582,,408629315,-778349706
40.862932,-77.8350582,,408629320,-778349698
40.8629326,-77.8350582,,408629326,-778349691
40.8629333,-77.8350582,,408629333,-778349684
40.8629333,-77.8350582,,408629333,-778349684
40.8629346,-77.8350582,,408629346,-778349656
40.8629355,-77.8350582,,408629355,-778349648
40.8629359,-77.8350582,,408629359,-778349639
40.8629367,-77.8350582,,408629367,-778349632
40.8629372,-77.8350582,,408629372,-778349624
40.862938,-77.8350582,,408629380,-778349613
40.8629386,-77.8350582,,408629386,-778349606
40.8629393,-77.8350582,,408629393,-778349597
40.8629401,-77.8350582,,408629401,-778349589
40.8629408,-77.8350582,,408629408,-778349579
40.8629429,-77.8350582,,408629429,-778349577
40.8629434,-77.8350582,,408629434,-778349566
40.8629443,-77.8350582,,408629443,-778349558
40.8629443,-77.8350582,,408629443,-778349558
40.8629454,-77.8350582,,408629454,-778349538
40.862946,-77.8350582,,408629460,-778349529
40.8629468,-77.8350582,,408629468,-778349520
40.8629468,-77.8350582,,408629468,-778349520
40.8629474,-77.8350582,,408629474,-778349511
40.8629481,-77.8350582,,408629481,-778349500
40.8629489,-77.8350582,,408629489,-778349490
40.8629489,-77.8350582,,408629489,-778349450
40.8629498,-77.8350582,,408629498,-778349436
40.8629509,-77.8350582,,408629509,-778349422
40.8629531,-77.8350582,,408629531,-778349377
40.8629531,-77.8350582,,408629531,-778349377
40.8629545,-77.8350582,,408629545,-778349356
40.8629564,-77.8350582,,408629564,-778349327
40.8629579,-77.8350582,,408629579,-778349300
40.862961,-77.8350582,,408629610,-778349236
40.8629621,-77.8350582,,408629621,-778349193
40.8629637,-77.8350582,,408629637,-778349151
40.8629637,-77.8350582,,408629637,-778349151
40.8629651,-77.8350582,,408629651,-778349109
40.8629669,-77.8350582,,408629669,-778349070
40.8629696,-77.8350582,,408629696,-778348975
40.8629708,-77.8350582,,408629708,-778348922
40.8629718,-77.8350582,,408629718,-778348874
40.8629731,-77.8350582,,408629731,-778348818
40.862974,-77.8350582,,408629740,-778348765
40.8629755,-77.8350582,,408629755,-778348723
40.8629755,-77.8350582,,408629755,-778348649
40.8629757,-77.8350582,,408629757,-778348581
40.8629758,-77.8350582,,408629758,-778348516
40.8629758,-77.8350582,,408629758,-778348451
40.8629754,-77.8350582,,408629754,-778348383
40.8629753,-77.8350582,,408629753,-778348313
40.8629751,-77.8350582,,408629751,-778348243
40.8629746,-77.8350582,,408629746,-778348170
40.862974,-77.8350582,,408629740,-778348093
40.8629726,-77.8350582,,408629726,-778348021
40.8629712,-77.8350582,,408629712,-778347932
40.8629703,-77.8350582,,408629703,-778347853
40.8629691,-77.8350582,,408629691,-778347770
40.8629676,-77.8350582,,408629676,-778347688
40.8629662,-77.8350582,,408629662,-778347604
40.8629645,-77.8350582,,408629645,-778347518
40.8629631,-77.8350582,,408629631,-778347438
40.8629611,-77.8350582,,408629611,-778347350
40.8629594,-77.8350582,,408629594,-778347266
40.862955,-77.8350582,,408629550,-778347098
40.8629532,-77.8350582,,408629532,-778347016
40.8629514,-77.8350582,,408629514,-778346931
40.8629492,-77.8350582,,408629492,-778346849
40.8629473,-77.8350582,,408629473,-778346766
40.8629473,-77.8350582,,408629473,-778346766
40.8629451,-77.8350582,,408629451,-778346684
40.8629428,-77.8350582,,408629428,-778346599
40.8629408,-77.8350582,,408629408,-778346518
40.8629383,-77.8350582,,408629383,-778346433
40.862937,-77.8350582,,408629370,-778346360
40.8629346,-77.8350582,,408629346,-778346274
40.8629322,-77.8350582,,408629322,-778346190
40.8629299,-77.8350582,,408629299,-778346107
40.8629276,-77.8350582,,408629276,-778346024
40.8629252,-77.8350582,,408629252,-778345943
40.8629233,-77.8350582,,408629233,-778345860
40.862921,-77.8350582,,408629210,-778345779
40.8629185,-77.8350582,,408629185,-778345695
40.8629164,-77.8350582,,408629164,-778345614
40.8629144,-77.8350582,,408629144,-778345544
40.8629123,-77.8350582,,408629123,-778345463
40.8629102,-77.8350582,,408629102,-778345383
40.8629082,-77.8350582,,408629082,-778345301
40.8629041,-77.8350582,,408629041,-778345142
40.862902,-77.8350582,,408629020,-778345061
40.8629001,-77.8350582,,408629001,-778344985
40.8628984,-77.8350582,,408628984,-778344906
40.8628967,-77.8350582,,408628967,-778344829
40.8628947,-77.8350582,,408628947,-778344758
40.862893,-77.8350582,,408628930,-778344683
40.8628913,-77.8350582,,408628913,-778344606
40.8628899,-77.8350582,,408628899,-778344531
40.8628884,-77.8350582,,408628884,-778344453
40.8628868,-77.8350582,,408628868,-778344379
40.8628852,-77.8350582,,408628852,-778344305
40.8628841,-77.8350582,,408628841,-778344231
40.8628827,-77.8350582,,408628827,-778344157
40.8628815,-77.8350582,,408628815,-778344083
40.86288,-77.8350582,,408628800,-778344006
40.8628792,-77.8350582,,408628792,-778343935
40.862878,-77.8350582,,408628780,-778343862
40.8628768,-77.8350582,,408628768,-778343789
40.8628757,-77.8350582,,408628757,-778343715
40.8628747,-77.8350582,,408628747,-778343643
40.8628738,-77.8350582,,408628738,-778343570
40.8628729,-77.8350582,,408628729,-778343498
40.862872,-77.8350582,,408628720,-778343428
40.8628712,-77.8350582,,408628712,-778343355
40.8628705,-77.8350582,,408628705,-778343286
40.86287,-77.8350582,,408628700,-778343215
40.8628692,-77.8350582,,408628692,-778343145
40.8628686,-77.8350582,,408628686,-778343073
40.8628681,-77.8350582,,408628681,-778343004
40.8628675,-77.8350582,,408628675,-778342935
40.862867,-77.8350582,,408628670,-778342864
40.8628666,-77.8350582,,408628666,-778342798
40.8628663,-77.8350582,,408628663,-778342728
40.8628659,-77.8350582,,408628659,-778342659
40.8628655,-77.8350582,,408628655,-778342592
40.8628653,-77.8350582,,408628653,-778342526
40.8628651,-77.8350582,,408628651,-778342458
40.8628651,-77.8350582,,408628651,-778342392
40.862865,-77.8350582,,408628650,-778342325
40.862865,-77.8350582,,408628650,-778342259
40.8628653,-77.8350582,,408628653,-778342190
40.8628654,-77.8350582,,408628654,-778342126
40.8628654,-77.8350582,,408628654,-778342060
40.8628659,-77.8350582,,408628659,-778341996
40.8628652,-77.8350582,,408628652,-778341934
40.8628656,-77.8350582,,408628656,-778341874
40.8628667,-77.8350582,,408628667,-778341812
40.8628674,-77.8350582,,408628674,-778341747
40.862868,-77.8350582,,408628680,-778341689
40.8628696,-77.8350582,,408628696,-778341567
40.8628707,-77.8350582,,408628707,-778341503
40.8628727,-77.8350582,,408628727,-778341383
40.8628729,-77.8350582,,408628729,-778341323
40.862876,-77.8350582,,408628760,-778341210
40.8628772,-77.8350582,,408628772,-778341152
40.8628805,-77.8350582,,408628805,-778341038
40.8629045,-77.8350582,,408629045,-778340447
40.8629073,-77.8350582,,408629073,-778340390
