lat,long,elev
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631265,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631264,-778350563,3363
408631263,-778350563,3363
408631263,-778350563,3363
