lat,long,elev,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609490,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
404420169,-797609491,3270,
