lat,long,elev
408632664,-778351153,3370
408632664,-778351153,3370
408632664,-778351153,3370
408632664,-778351153,3370
408632664,-778351153,3370
408632664,-778351153,3370
408632664,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632663,-778351153,3370
408632613,-778351135,3370
408632596,-778351129,3370
408632582,-778351124,3370
408632567,-778351118,3370
408632551,-778351112,3370
408632532,-778351105,3370
408632532,-778351105,3370
408632501,-778351085,3370
408632483,-778351082,3369
408632466,-778351069,3369
408632460,-778351064,3369
