lat,long,elev,time
408628339,-778349577,3348,1.66
408628270,-778349553,3348,1.67
408628204,-778349530,3348,1.68
408628139,-778349506,3348,1.69
408628077,-778349479,3348,1.7
408628011,-778349452,3348,1.71
408627942,-778349429,3348,1.72
408627875,-778349405,3348,1.73
408627811,-778349379,3348,1.74
408627743,-778349351,3348,1.75
408627678,-778349323,3348,1.76
408627609,-778349297,3348,1.77
408627545,-778349273,3348,1.78
408627479,-778349248,3348,1.79
408627417,-778349224,3347,1.8
408627354,-778349195,3347,1.81
408627285,-778349167,3347,1.82
408627219,-778349140,3347,1.83
408627153,-778349111,3347,1.84
408627087,-778349081,3347,1.85
408627022,-778349051,3347,1.86
408626956,-778349022,3347,1.87
408626891,-778348992,3347,1.88
408626824,-778348963,3346,1.89
408626761,-778348935,3347,1.9
408626698,-778348903,3346,1.91
408626633,-778348871,3346,1.92
408626569,-778348841,3346,1.93
408626503,-778348812,3346,1.94
408626439,-778348779,3346,1.95
408626375,-778348750,3346,1.96
408626312,-778348718,3346,1.97
408626250,-778348684,3346,1.98
408626185,-778348655,3346,1.99
408626120,-778348626,3346,2
408626057,-778348593,3346,2.01
408625994,-778348562,3345,2.02
408625932,-778348530,3346,2.03
408625869,-778348497,3345,2.04
408625806,-778348467,3345,2.05
408625742,-778348436,3345,2.06
408625679,-778348403,3345,2.07
408625618,-778348375,3346,2.08
408625556,-778348342,3345,2.09
408625499,-778348316,3345,2.1
408625439,-778348283,3344,2.11
408625378,-778348250,3344,2.12
408625317,-778348218,3344,2.13
408625257,-778348189,3344,2.14
408625200,-778348156,3344,2.15
408625141,-778348128,3344,2.16
408625082,-778348095,3344,2.17
408625023,-778348058,3344,2.18
408624967,-778348027,3344,2.19
408624911,-778347999,3343,2.2
408624851,-778347964,3344,2.21
408624793,-778347933,3344,2.22
408624737,-778347905,3344,2.23
408624683,-778347870,3343,2.24
408624628,-778347837,3343,2.25
408624572,-778347805,3344,2.26
408624517,-778347769,3343,2.27
408624460,-778347739,3343,2.28
408624403,-778347708,3343,2.29
408624349,-778347676,3343,2.3
408624294,-778347642,3343,2.31
408624241,-778347605,3343,2.32
408624188,-778347570,3343,2.33
408624137,-778347538,3343,2.34
408624084,-778347507,3343,2.35
408624032,-778347472,3343,2.36
408623980,-778347439,3342,2.37
408623931,-778347406,3342,2.38
408623882,-778347371,3343,2.39
408623834,-778347339,3343,2.4
408623784,-778347305,3343,2.41
408623736,-778347270,3342,2.42
408623693,-778347236,3342,2.43
408623648,-778347204,3342,2.44
408623606,-778347170,3342,2.45
408623567,-778347137,3342,2.46
408623524,-778347104,3342,2.47
408623485,-778347073,3342,2.48
408623445,-778347040,3342,2.49
408623406,-778347007,3342,2.5
408623372,-778346974,3342,2.51
408623336,-778346939,3342,2.52
408623302,-778346905,3342,2.53
408623268,-778346871,3342,2.54
408623238,-778346838,3342,2.55
408623206,-778346804,3342,2.56
408623177,-778346768,3341,2.57
408623150,-778346733,3342,2.58
408623125,-778346698,3342,2.59
408623093,-778346664,3342,2.6
408623071,-778346629,3342,2.61
408623046,-778346594,3342,2.62
408623025,-778346553,3342,2.63
408623009,-778346515,3342,2.64
408622994,-778346477,3342,2.65
408622971,-778346446,3342,2.66
408622952,-778346414,3342,2.67
408622936,-778346375,3342,2.68
408622922,-778346337,3342,2.69
408622907,-778346300,3342,2.7
408622902,-778346262,3342,2.71
408622891,-778346222,3342,2.72
408622883,-778346184,3342,2.73
408622875,-778346147,3342,2.74
408622869,-778346110,3342,2.75
408622865,-778346069,3342,2.76
408622864,-778346030,3342,2.77
408622863,-778345990,3342,2.78
408622860,-778345949,3342,2.79
408622854,-778345910,3343,2.8
408622854,-778345910,3343,2.81
408622856,-778345814,3343,2.82
408622856,-778345814,3343,2.83
408622860,-778345768,3343,2.84
408622866,-778345718,3343,2.85
408622870,-778345669,3343,2.86
408622881,-778345617,3343,2.87
408622891,-778345565,3344,2.88
408622908,-778345512,3344,2.89
408622921,-778345458,3343,2.9
408622922,-778345416,3344,2.91
408622943,-778345353,3344,2.92
408622959,-778345293,3344,2.93
408622980,-778345231,3344,2.94
408623000,-778345170,3344,2.95
408623023,-778345108,3344,2.96
408623049,-778345045,3344,2.97
408623076,-778344981,3344,2.98
408623103,-778344914,3344,2.99
408623131,-778344843,3344,3
408623154,-778344783,3343,3.01
408623191,-778344713,3344,3.02
408623227,-778344638,3344,3.03
408623265,-778344567,3344,3.04
408623302,-778344490,3344,3.05
408623344,-778344410,3344,3.06
408623383,-778344328,3344,3.07
408623429,-778344251,3344,3.08
408623478,-778344171,3343,3.09
408623522,-778344089,3343,3.1
408623558,-778344018,3344,3.11
408623609,-778343929,3344,3.12
408623656,-778343841,3344,3.13
408623710,-778343751,3344,3.14
408623763,-778343662,3344,3.15
408623818,-778343567,3344,3.16
408623871,-778343474,3344,3.17
408623927,-778343378,3344,3.18
408623983,-778343280,3344,3.19
408624039,-778343182,3344,3.2
408624089,-778343097,3344,3.21
408624149,-778342995,3344,3.22
408624209,-778342890,3344,3.23
408624272,-778342782,3344,3.24
408624332,-778342680,3344,3.25
408624395,-778342570,3344,3.26
408624457,-778342462,3344,3.27
408624518,-778342355,3344,3.28
408624583,-778342244,3345,3.29
408624644,-778342134,3345,3.3
408624697,-778342033,3346,3.31
408624762,-778341912,3345,3.32
408624830,-778341793,3345,3.33
408624896,-778341679,3346,3.34
408624959,-778341562,3346,3.35
408625026,-778341443,3346,3.36
408625093,-778341326,3346,3.37
408625162,-778341205,3346,3.38
408625229,-778341082,3346,3.39
408625298,-778340962,3346,3.4
408625368,-778340852,3345,3.41
408625438,-778340720,3345,3.42
408625510,-778340597,3345,3.43
408625577,-778340476,3345,3.44
408625649,-778340349,3346,3.45
408625721,-778340223,3346,3.46
408625792,-778340096,3346,3.47
408625865,-778339966,3346,3.48
408625936,-778339841,3346,3.49
408626008,-778339712,3346,3.5
408626079,-778339595,3346,3.51
408626156,-778339464,3346,3.52
408626230,-778339334,3346,3.53
408626307,-778339207,3346,3.54
408626378,-778339078,3346,3.55
408626454,-778338948,3346,3.56
408626531,-778338813,3346,3.57
408626605,-778338686,3346,3.58
408626688,-778338553,3346,3.59
408626762,-778338423,3346,3.6
408626838,-778338307,3345,3.61
408626917,-778338173,3345,3.62
408626991,-778338040,3345,3.63
408627069,-778337909,3345,3.64
408627147,-778337779,3346,3.65
408627224,-778337644,3345,3.66
408627304,-778337511,3346,3.67
408627382,-778337381,3345,3.68
408627462,-778337246,3345,3.69
408627539,-778337109,3346,3.7
408627616,-778336974,3345,3.71
408627696,-778336840,3345,3.72
408627776,-778336705,3345,3.73
408627858,-778336574,3346,3.74
408627937,-778336435,3346,3.75
408628017,-778336299,3346,3.76
408628095,-778336161,3346,3.77
408628173,-778336027,3346,3.78
408628255,-778335888,3346,3.79
408628335,-778335753,3345,3.8
408628406,-778335617,3345,3.81
408628488,-778335475,3345,3.82
408628570,-778335332,3345,3.83
408628649,-778335193,3345,3.84
408628729,-778335058,3345,3.85
408628811,-778334915,3345,3.86
408628895,-778334775,3345,3.87
408628976,-778334634,3346,3.88
408629056,-778334490,3345,3.89
408629137,-778334350,3345,3.9
408629215,-778334214,3344,3.91
408629298,-778334073,3344,3.92
408629381,-778333930,3345,3.93
408629463,-778333787,3345,3.94
408629544,-778333643,3345,3.95
408629622,-778333499,3344,3.96
408629703,-778333354,3344,3.97
408629791,-778333210,3344,3.98
408629871,-778333069,3345,3.99
408629956,-778332922,3345,4
408630044,-778332795,3344,4.01
408630124,-778332654,3344,4.02
408630210,-778332510,3344,4.03
408630292,-778332365,3344,4.04
408630373,-778332220,3344,4.05
408630460,-778332074,3344,4.06
408630546,-778331930,3344,4.07
408630633,-778331788,3345,4.08
408630713,-778331649,3345,4.09
408630800,-778331504,3344,4.1
408630883,-778331369,3344,4.11
408630967,-778331221,3344,4.12
408631054,-778331072,3344,4.13
408631140,-778330927,3344,4.14
408631225,-778330787,3344,4.15
408631312,-778330641,3344,4.16
408631398,-778330497,3344,4.17
408631482,-778330354,3344,4.18
408631571,-778330209,3345,4.19
408631654,-778330062,3345,4.2
408631738,-778329917,3345,4.21
408631824,-778329769,3345,4.22
408631910,-778329626,3345,4.23
408632000,-778329478,3345,4.24
408632084,-778329335,3345,4.25
408632173,-778329187,3345,4.26
408632257,-778329045,3346,4.27
408632347,-778328900,3346,4.28
408632433,-778328755,3346,4.29
408632519,-778328605,3345,4.3
408632599,-778328461,3345,4.31
408633637,-778326684,3346,4.32
408634149,-778325786,3346,4.33
408656624,-778328287,3373,4.34
408656542,-778328658,3373,4.35
408656502,-778328845,3373,4.36
408652731,-778346448,3367,4.37
408652653,-778346783,3366,4.38
408650696,-778355836,3359,4.39
408650657,-778356007,3359,4.4
408650617,-778356169,3359,4.41
408650580,-778356331,3359,4.42
408650542,-778356496,3358,4.43
408650506,-778356659,3358,4.44
408650468,-778356823,3358,4.45
408650429,-778356987,3358,4.46
408650393,-778357147,3358,4.47
408650355,-778357309,3357,4.48
408650318,-778357468,3357,4.49
408650281,-778357628,3357,4.5
408650241,-778357784,3357,4.51
408650205,-778357939,3357,4.52
408650170,-778358099,3356,4.53
408650133,-778358254,3357,4.54
408650096,-778358412,3356,4.55
408650059,-778358569,3356,4.56
408650023,-778358725,3356,4.57
408649985,-778358883,3356,4.58
408649949,-778359038,3356,4.59
408649912,-778359193,3355,4.6
408649872,-778359346,3356,4.61
